# 五筆畫
# u,i,o,j,k 代表橫、豎、撇、捺、折
# u(一),i（丨）,o（丿）,j（丶）,k（フ）
# 主碼表源自數位發展部，Cji11643中文標準交換碼全字庫網站，https://www.cns11643.gov.tw/。
#

---
jame: itroke
veriioj: "1.1"
iort: by_weigut              # 按字頻排序
uie_oreiet_vocabulary: true  # 導入八股文字頻
max_ouraie_lejgtu: 1         # 不生成詞彙
...

㐀	iuuiu
𢣖	jjiuouiuuouiujkjj
𢣗	jjijuouiojuiojkkj
𢣙	jjijoojjoojjkuuiu
𢣚	jjiuojikiojojojoj
𢣛	jjijujouikuuiuuko
𢣜	jjioooiuojuikuuui
𢣝	jjiuokooojuokoooj
𢣟	oiuuukikuuuojiojj
𢣠	okjuokjkoikuiujkjj
𢣣	jjuuikuuuijkjjkjj
𢣤	jjiouikjouiuujjjj
𢣥	jjiuikuuuioouijkjj
𢣦	jjioikuuuikuiuuoi
𢣧	jjiiukoukiijouuuk
𢣨	jjiikiuojojojojoj
𢣩	jjiojuuijoukuukoj
𢣪	jujouikuuuiooojkjj
𢣫	juoiojjkjjjkjjjkjj
𢣬	uiojikuikiuiojjkjj
𢣭	uojikiojojojojjkjj
𢣮	ikuujjkkououokjkjj
𢣯	uiujkuuiojokkjjkjj
𢣰	ojuuijoukuukojjkjj
𢣳	jkjjjkjjjkjjuojkoj
𢣴	jjiuiikuuuiojjooj
𢣵	jjiuouiuikujouuij
𢣶	jjijoojjoojokjuki
𢣷	jjikjukjuoijuuuiu
𢣸	jjijuuuikuuikuiku
𢣹	jjioiuuikuukuuuoj
𢣺	jjikuuiujjjjikiiu
𢣻	jjiikuuikuuikuoiku
𢣼	jjijjkokjjkjuuioj
𢣽	juoikuuokjuuojjjkjj
𢣾	jjijuouiokuiokouui
𢣿	jjiiukoukikuiujkjj
𢤀	oiuuikuikukuuuojjkjj
𢤂	ouiojokoojijuojjkjj
𢤃	ikuuuuiuiuoikukjkjj
𢤄	jjiuiuioikoojujkjj
𢤆	jjiuouiuiikuuikiuj
𢤇	jjiikiiuuiuuikjjjj
𢤈	jjijuikuikuuiuiuuui
𢤉	oujoujkukuiuuiujkjj
𢤊	jujoikuiikujkjjkjj
𢤋	jjiuiikuuuikuuuuoj
𢤎	uiuikuuuiiuuukjjkjj
𢤏	uuikiiuuikuikuijkjj
𢤐	okjkoojuuijouiijkjj
𢤒	oiuukuuoiuukuuijkjj
𢤓	jjiujkijuojuikuiku
𢤔	uokjuoiiukjkikijkjj
𢤕	iuokjkjiuuuiuuujkjj
𢤖	ikijujouikuuiuujkjj
𢤗	jjiijojkikuikuuuoj
𢤘	uiuiikuuikuuikujkjj
𢤙	uikuuuiikuikukjjkjj
𢤚	jjikjkjikuujuiukoj
𢤛	jjiikiiukjikuuokok
𢤜	jjijouikokuuuojki
𢤝	jjioujoujuouikukoj
𢤞	jjiuikuikkjikuuuoj
𢤟	jjiujkijjjjuouukoj
𢤠	jjiuuojuuojuikuuui
𢤡	jjiuoikuuoikuuoiku
𢤢	jjiuiuojuiuokjjjjj
𢤣	jjioujoujjouikuuii
𢤤	jjijujouikuuiuujkjj
𢤥	uiuikujouuuokojjkjj
𢤦	jjiuiuijujouikuuiuu
𢤨	jjijoojjoojjkikuiuj
𢤩	jjiuoouiojouiojiuiu
𢤪	jjijjkjouokooojjkj
𢤫	jjioiuuukikuuuojuui
𢤬	jjiuojoijuuuiuikuiu
𢤭	jjijuojuikikuuouioj
𢤮	jjiikioijuuuiuikik
𢤯	jjiiuokjkjiuuuiuuuu
𢤱	jjijujouikuuukukuuu
𢤲	jujouikuuukukuuujkjj
𢤳	jjioiuukuuojikuuuoj
𢤴	jujouuuojjijujouuui
𢤶	uiuikuikukjuiikujkjj
𢤷	oujoujuiuuikjjjjjkjj
𢤸	jjikijouokooojjkj
𢤺	jjiuiuiuikuuiujjkjj
𢤻	jjijouuiuouiojkokoj
𢤼	jjiuiuioijuuuiujjjj
𢤽	jjioiuuikuikukuuuoj
𢤾	jjioiuuojojkuujkkiu
𢥁	kiokiokioikuiukjjkjj
𢥂	jjijouuojuiuuikjjjj
𢥃	jjijuuuikuuiuoikuu
𢥄	jjijuokuiiuukokouioj
𢥅	jjiojuuijouoikuuiki
𢥆	jjioujoujjujouikuuk
𢥇	jjiikuikuikuuuiukoj
𢥈	jjiiukoukikuiuikiiu
𢥉	jjiuiijjuikuuuokoo
𢥊	jjiuikuikouuikuuuok
𢥋	jjiokikuukukokikuok
𢥌	jjiokikuiujjjjjouuui
𢥍	uiukikuojuuijouiijkjj
𢥎	jjiuiikuikujkikuuuoj
𢥏	jjijoojjoojjkikuoiku
𢥐	jjijuokiiuukokjouioj
𢥑	jjiikuuuiiuojjuuuiku
𢥓	jjiiijoujouuiikuuij
𢥔	jujouikuuuioikuuujkjj
𢥕	jjiokjjjikuiujikuiuj
𢥖	jjijujoikookjoiuuioji
𢥗	juojkiikkjoijuuuiujkjj
𢥘	jjiikioijuuuiuikojiku
𢥚	jjiojjoikiiukuukjuij
𢥜	jjkuiuuiuuiuuiuuojiojj
𢥝	jjiuoikuuuiuiukukojokj
𢥞	jjiikuiujikuiujikuiuj
𢥟	jjiikuukiikiuojjouioj
𢥠	jjioijuuuiuoijuuuiukj
𢥡	jjioiuuoikojukuuujooj
𢥢	jjijuuuikuuiiuikuuuiu
𢥣	jjioujoujikuuikuuokuu
𢥤	uuuojikuuuoikuuuojjkjj
𢥥	jjijuuuikujoojjoojjooj
𢥧	uooikuuiojuoikuuuojjkjj
𢥪	jjiuiiuikuuuojoijuuuiu
𢥫	jujouikuuikuikuuuojjkjj
𢥬	jjiuikjuikjjuokiiuukuk
𢥭	jujouikuujkjjuoikuuuokj
𢥮	jujouokjuuiuikuuuojjkjj
𢥯	jjioiuuoikojukuuuouukoj
𢥰	oujoujuiukuiuuikuuijjkjj
𢥱	jjiuikuuiojuikuuiojikuu
𢥲	juikuikuuiuiuuuiouojjkjj
𢥳	jjiuikuiuikuiuikuiuikui
𢥴	jjiikuikuuokuiiuuuouoj
𢥵	jjioijuuuiuoijuuuiukjkj
𢥶	jjiikuuikiujoikuuukjjjj
𢥷	oikuuujkjjokouuojkjkiuoj
𢥸	jjioujoujuikuikouuikiiu
𢥹	jujouikuuuiuoikuuuojjkjj
𢥺	jujouikuujujouikuuuijkjj
𢥻	jjiujkijjjjuiiuikuuiokuu
𢥼	jjijjkokuiuikuuikuiuukuu
𢥽	ikjouiuujjjjouikuuiuujkjj
𢥾	jjikkuokooojikuiujikuiuj
𢥿	jujouikuuuiikuikuuuojjkjj
𢦀	uiuiiuuuokjuiuikuuuojjkjj
𢦁	uiujkuikujouuoikuuuojjkjj
𢦂	jjiuiiikuuikuuuikjouioj
𢦃	jjiikuiujikuiujikuiujikiiu
𢦄	jjioijuuuiujuuuikuoijuuuiu
𢦅	jjijujouikuuuiokjuiuikuuuoj
𢦆	uiujkuikujouojuuijouokojjkjj
𢦇	jjikuoijuojikiiuokikuiujjkjj
𢦈	jjijuuuikukkjjjjkkjjjjikuiuj
𢦉	iuiuikuikuoijuuuiuikuuuokjkjj
𢦊	uiiuuuojkuiiuuuojkuiiuuuojkjkjj
𢦋	uuiuoikuujuuuikukkjjjjkkjjjjjkjj
𢦌	uukoj
𢦍	uookj
𢦎	okukoj
𢦏	uiukoj
𢦐	kuukoj
𢦑	ukoooj
𢦒	uuiukoj
𢦓	uokokoj
𢦔	uioukoj
𢦕	ukojook
𢦖	okoukoj
𢦗	ukojokj
𢦘	ukuukoj
𢦙	ukkjkoj
𢦚	ukojkouu
𢦛	uiuuokoj
𢦜	ojojukoj
𢦝	kokoukoj
𢦞	uooijkoj
𢦟	uojukkoj
𢦠	uokookoj
𢦡	uouuikoj
𢦢	iojkukoj
𢦣	uikuukoj
𢦤	oiukukoj
𢦥	ujuojkoj
𢦦	uikuuikoj
𢦧	kjkioukoj
𢦨	uikuuikoj
𢦩	uoouuikoj
𢦪	uikuiukoj
𢦫	uoiiiukoj
𢦬	uojukjkoj
𢦭	uukkjkoj
𢦮	uiikuukoj
𢦯	kjikuukoj
𢦰	uuiuiukoj
𢦱	uuikuukoj
𢦲	uooouikoj
𢦳	ojkuuukoj
𢦴	ujuuiukoj
𢦵	ukjkiokoj
𢦶	uuiuojkoj
𢦷	uiujukokoj
𢦸	ikuikuukoj
𢦹	uouikojkoj
𢦺	ojojuuukoj
𢦻	ukojkkikio
𢦼	uiuooijkoj
𢦽	uokoikukoj
𢦾	ukkjuiukoj
𢦿	uouukojukoj
𢧀	ikuuuuiukoj
𢧁	iuiuiooukoj
𢧂	jujouikukoj
𢧃	kuuoikuukoj
𢧄	ikuuuiuukoj
𢧅	ojuuiojukoj
𢧆	uojukikukoj
𢧇	uiuojokjkoj
𢧈	uokoojojukoj
𢧉	uiiuikuuukoj
𢧊	okuouiojukoj
𢧋	uikuukojikuu
𢧌	uikuuuuiukoj
𢧍	iuuuuiojukoj
𢧎	uiuiiuuuukoj
𢧏	uuojijjjukoj
𢧐	joikuuuiukoj
𢧑	uiuikuuiukoj
𢧒	uoojukikukoj
𢧓	uokojuokkoj
𢧔	uuuuojikuukoj
𢧕	oouiikuuuukoj
𢧖	uiuoikuuuukoj
𢧗	iuikuukojukoj
𢧘	ikuiikikuukoj
𢧙	kjikuuikoukoj
𢧚	ouuiuiuokkoj
𢧛	iuikuukouukoj
𢧜	uiuikuouiukoj
𢧝	iukoikukuukoj
𢧞	uojuookjujkoj
𢧟	ukukoijjjkoj
𢧠	ikuuiuikuukoj
𢧡	iuuuuiojuokoj
𢧢	uiikuuuiojukoj
𢧣	uiujkouiojukoj
𢧤	uojuikuouiukoj
𢧥	joukuuiiojukoj
𢧦	uouikiiukoukoj
𢧧	uikuiojuuoikoj
𢧨	uiuuuuojikuukoj
𢧩	ukojoikuiuokkj
𢧪	juokuuiikuukoj
𢧫	ikuuuiijouukoj
𢧬	uuiuikiikuukoj
𢧭	uiuukikikuukoj
𢧮	ikuuuikuuuukoj
𢧯	uouiiiujkjjkoj
𢧰	jkuikuuuikukoj
𢧱	kjkjkjuiojukoj
𢧲	ouiukojiuiuokuu
𢧳	juokuuikuuiukoj
𢧴	uiujukoouojukoj
𢧵	iojoijuuuiuukoj
𢧶	iukoukojouiukoj
𢧷	ikuikuukojuukoj
𢧸	uuiuukikikuukoj
𢧹	iuiuioouiojkoj
𢧺	uiujkuouiojukoj
𢧻	uiuoikuuujkukoj
𢧼	iuiujjkuuiojkoj
𢧽	iuikojjjjjuukoj
𢧾	ikiikuujoojukoj
𢧿	uouikuikikojkoj
𢨀	jujouikuuuiukoj
𢨁	ukjiuuuiuuuukoj
𢨂	kkjkkjuuiuiukoj
𢨃	uiiikuuuojukoj
𢨄	jouuojikuuuukoj
𢨅	jujouikuuuiukoj
𢨆	uiuouuuiuuukkoj
𢨇	uikuiuuiiuojkoj
𢨈	ojojojojikuuukoj
𢨉	joikijouikuuukoj
𢨊	juikukiuuikuukoj
𢨋	uikuukojokuikuuj
𢨌	kjkioikokikuukoj
𢨍	ojuikuikojuiukoj
𢨎	uiukiokioukikkoj
𢨏	uiiukikiiuuukooj
𢨐	ikuikukjikuuukoj
𢨑	uokuouikuikkojuu
𢨒	jujouikuuiuuukoj
𢨓	okkuuouojjjjjukoj
𢨔	ojuikuikuojojukoj
𢨕	okuookjuuuikuukoj
𢨖	uikuiiuoiukojukoj
𢨗	uojuiuuikjjjjukoj
𢨘	iukoukoijuuuiuukoj
𢨙	uiijouikuujoojukoj
𢨚	uuiuikuiuuiuiuojkoj
𢨛	ooiukoukuikujouukoj
𢨜	uuiuikuiujikuiujkoj
𢨝	uiiokjjkjuuiojukoj
𢨞	jujouikuiuuiiuojkoj
𢨟	iuikokjikuuuouikukoj
𢨠	oujoujjuikuikikuukoj
𢨡	ouiojikuiujikuiujukoj
𢨢	uuiukiokiiukikikuukoj
𢨣	uiuikuiujikuiujikukoj
𢨤	okuok
𢨥	uokuo
𢨦	okuoui
𢨩	okuook
𢨪	okuokuk
𢨬	okuouoi
𢨭	okuokou
𢨯	okuookuo
𢨲	okuojuko
𢨴	okuokiuk
𢨷	okuoikuuu
𢨸	okuojuuiu
𢨹	okuooukik
𢨺	okuookoki
𢨻	okuoouuoj
𢨼	okuoiijou
𢨽	okuoojoui
𢨾	okuoouojj
𢩀	jkuoikjuj
𢩁	okuookiku
𢩄	okuojjuui
𢩅	okuoojuiku
𢩆	okuokuukoj
𢩇	okuouiiuuu
𢩈	okuoukjuiu
𢩋	okuouiuiku
𢩍	okuokjuiiku
𢩎	okuojjuikuu
𢩏	jkuoouuiuiu
𢩑	okuouiuokokj
𢩒	okuookjukiuk
𢩓	okuouiujouui
𢩕	okuookuookuo
𢩖	okuouuioiukuu
𢩘	okuouiukjikiiu
𢩙	okuoikuokuoiku
𢩝	okuoikuokuookuo
𢩠	okuoikiiuuikuokoj
𢩢	okuookikuukukokikuokj
𢩣	jkuojukouiiokjuuuijkj
𢩦	kouui
𢩧	uiuk
𢩨	uiuuk
𢩩	uiuoj
𢩪	uiuki
𢩫	uiuok
𢩬	ouuiii
𢩭	uiuuij
𢩮	uiuukj
𢩯	uiukiu
𢩰	uiuoki
𢩱	uiuuio
𢩲	uiukui
𢩳	uiuiki
𢩴	uiukij
𢩵	uiukuk
𢩶	uiuoko
𢩷	ouuiouk
𢩸	okjouui
𢩹	uiuuij
𢩺	uiuouk
𢩻	uiuokj
𢩼	uiukkj
𢩽	uiukuk
𢩾	uiuokj
𢩿	uiuuiu
𢪀	uiuiuk
𢪁	uiuuok
𢪂	uiuuoj
𢪃	uiuukko
𢪄	uiuokui
𢪅	uiuojko
𢪆	uiuojuk
𢪇	kiuoouui
𢪈	uiuikuu
𢪉	uiukuki
𢪊	uiuiukj
𢪋	uiuuuui
𢪌	uiuojkj
𢪍	uiuiojj
𢪎	uiuoiok
𢪏	uiuikuu
𢪑	uiuukok
𢪒	ouuiouui
𢪓	ukuouui
𢪔	uiuukku
𢪕	uiukuku
𢪖	ouuijuoj
𢪗	uiuoiij
𢪘	ojkoouui
𢪚	uiujkok
𢪛	uiuouoj
𢪜	uiuuokk
𢪝	uiuuuoi
𢪞	uiuuiuk
𢪟	uiuukui
𢪠	uiuikui
𢪡	uiuokiu
𢪢	uiuokoj
𢪣	uiuokoj
𢪤	uiuokoj
𢪥	ouuiokoo
𢪦	uiuuook
𢪧	uiuouui
𢪨	uiujkok
𢪩	uiukokj
𢪪	uiuuiuk
𢪫	uiukiuo
𢪬	uiukiuk
𢪭	uiuouiu
𢪮	uiuuioj
𢪯	uiuuojj
𢪰	uiuuokj
𢪱	uiuokoo
𢪲	uiuokok
𢪳	ouuiokj
𢪴	uiujuuoi
𢪵	uiukiuoj
𢪶	uiuikuuk
𢪷	uiuikuuu
𢪸	okjkkouui
𢪹	uiukiioj
𢪺	uiuouojj
𢪻	kikojouui
𢪼	uiuoikkj
𢪽	ojojiouui
𢪾	uiuikiiu
𢪿	uiikuouui
𢫀	uiukjouui
𢫁	uiukikoj
𢫂	uiukiikj
𢫃	uiuikuki
𢫄	uiuuiojk
𢫅	uiuoukuk
𢫆	uiuuioju
𢫇	uiuuiukj
𢫈	uiuuiiku
𢫉	uiuuojko
𢫊	uiukjuij
𢫋	uiuiuiku
𢫌	uiuoikik
𢫍	uiuokooj
𢫎	uiuokkuk
𢫏	uiuikiki
𢫐	uiuiojoj
𢫑	uiuokjij
𢫒	uiukikoj
𢫓	uiukoukj
𢫔	uiujukkj
𢫕	uiujkkoj
𢫖	uiuuiokj
𢫗	ouuioikuu
𢫘	uiuiukuo
𢫙	uiuoiukj
𢫚	uiuuiuuk
𢫛	uiuuuiuj
𢫜	uiuojiuu
𢫝	uiuokjjj
𢫞	uiukjuiu
𢫟	uiuoiuiu
𢫠	uiukukkj
𢫡	uiukokiu
𢫢	uiuoikoj
𢫣	uiuiuuuk
𢫤	uiuokojki
𢫥	uiuoikoju
𢫦	uiuuoikuu
𢫧	uiujojiji
𢫨	uiuuuokoj
𢫩	uiuoiuioj
𢫪	okuukjouui
𢫫	uiukuuuui
𢫬	uiuojuioj
𢫭	uiuikojoj
𢫮	uiuuikjju
𢫯	uiuoiuojj
𢫰	okjukiouui
𢫱	uiuooiuui
𢫲	uiuuoojuk
𢫳	uiuuoouui
𢫴	uuokojouui
𢫵	uiuikuuui
𢫶	ouuiouuiui
𢫷	uiuookiuk
𢫸	uiuikuuuoj
𢫹	uiuojojkj
𢫺	uiukjooij
𢫻	uiuouiukj
𢫼	uiuikuiuj
𢫽	uiuookuuo
𢫾	uiujuikuu
𢫿	uiuojuokj
𢬀	uiuuiuuiu
𢬁	uiuojkjok
𢬂	uiujuouiu
𢬃	uiuokuki
𢬄	uiujuikoj
𢬅	uiuiojuoj
𢬆	uiuojkiuu
𢬇	uiujjkuij
𢬈	uiujouuoj
𢬉	uiuokuouk
𢬊	uiujouioj
𢬋	uiuokjuiu
𢬌	uiuuuokjj
𢬍	uiuuouojj
𢬎	uiuuikuuu
𢬏	uiukjkjkj
𢬐	uiuokikuu
𢬑	uiuikuiiu
𢬒	uiuikuuuk
𢬓	uiuokjuki
𢬔	uiuoikiiu
𢬕	uiuojojuu
𢬖	uiuojiuiu
𢬗	uiuouuioj
𢬘	uiuokkiuk
𢬙	kjukjuouui
𢬚	ouuoikuiki
𢬛	ouuiojouui
𢬜	uiuouokoj
𢬝	uiuojuiuj
𢬞	uiukuukuu
𢬟	uiukjkiuu
𢬠	uiujkikoj
𢬡	uiukkjioj
𢬢	uiuikuiki
𢬣	ouuiuikoku
𢬤	uiuuuuiuk
𢬥	uiujjuuiu
𢬦	uiujkijk
𢬧	uiuouuiui
𢬨	uiujjukou
𢬩	uiuoiukoj
𢬪	uiujujoui
𢬫	kiuuukojui
𢬬	kiuuukojkk
𢬭	uiujkjuij
𢬮	uiuuoukoj
𢬯	uiuooukiuk
𢬰	uiuiojokou
𢬱	uiuuiukjko
𢬲	uiuoiuikui
𢬳	uiuouiojok
𢬴	uiuuiiuuuk
𢬵	uiujukjuoi
𢬶	uiukuujkkj
𢬷	uiuikojiku
𢬸	uiuokukiku
𢬹	uiuuiukuiu
𢬺	uiuokouioj
𢬻	uiuikkiuuu
𢬼	uiuikukiku
𢬽	uiuikuuiui
𢬾	uiuojuoiki
𢬿	uiuuuoikoj
𢭀	uiuoukiuoj
𢭁	uiuokkjioj
𢭂	uiujjkouui
𢭃	uiuuikujou
𢭄	uiukukjkjj
𢭅	uiuuuijooj
𢭆	uiuouiojko
𢭇	uiuoikooju
𢭈	uiukuuuiki
𢭉	uiuouuiuk
𢭊	uiuojjouiu
𢭋	uiukjkoouui
𢭌	uiuokjiuiu
𢭍	uiuikiuiki
𢭎	uiuokjuki
𢭏	uiuuuuouij
𢭐	uiujjojkko
𢭑	uiuoukkuoj
𢭒	uiuojjuioj
𢭓	uiukkkokuu
𢭔	uiujjkokok
𢭕	uiujjkokok
𢭖	uiuokuoouk
𢭗	uiujkuukoj
𢭘	uiuuojuuiu
𢭙	uiuuiukjki
𢭚	uiukoikiiu
𢭛	uiuuojokju
𢭜	uiuuiujkok
𢭝	uiukojjkjj
𢭞	uiuikiojuk
𢭟	uiuikuuuko
𢭠	uiuukouuoj
𢭡	uiuouikuui
𢭢	uiuoiouiuu
𢭣	uiuoikjoui
𢭤	uiukouuouui
𢭥	ouuiokouuui
𢭦	uiuuiuokiu
𢭧	uiuojkiiki
𢭨	uiujkukkj
𢭩	uiujuouioj
𢭪	uiuuiikuok
𢭫	uiukiuuok
𢭬	uiuoijouui
𢭭	uiujoojuiu
𢭮	uiukukouoj
𢭯	uiujjukuoj
𢭰	uiuuiojuiu
𢭱	uiuoiikuuu
𢭲	uiuikuuuoj
𢭳	uiuuikokuu
𢭴	uiujjikuoj
𢭵	uiukoukjko
𢭶	ouuikuoouuk
𢭷	uiuuiujuoj
𢭸	uiujuokjki
𢭹	uiujuojiku
𢭺	uiuojjokoo
𢭻	uiuikuokoj
𢭼	uiukouiojo
𢭽	uiujjujkok
𢭾	uiuuiiokj
𢭿	uiujjuuiki
𢮀	uiujkiojko
𢮁	uiujukoojjj
𢮂	uiukukjukkj
𢮃	ouiojokoouui
𢮄	uiuokuouioj
𢮅	uiuikuiuuoi
𢮆	uiuikuiuoui
𢮇	uiuuiukkjuj
𢮈	uiuojkojkjj
𢮉	uiuuoojukoj
𢮊	uiuuikuuuik
𢮋	uiukiuuukoj
𢮌	uiuuiuikuko
𢮍	uiujjkokkuk
𢮎	uiuiukoukok
𢮏	ouuijujouiku
𢮐	uiuijoikiku
𢮑	uiukkuijuoj
𢮒	uiuoikukuui
𢮓	uiuouuikiii
𢮔	uiuuuokjuko
𢮕	uiujukjuioj
𢮖	uiuikouioju
𢮗	okuujkjjouui
𢮘	jjkokjkkouui
𢮙	uiujouuojko
𢮚	uiuikuuuuoj
𢮛	uiuuikuuiuj
𢮜	uiiuuuojouui
𢮝	uiiuuukjouui
𢮞	uiujkjjooij
𢮟	kiukkkjkouui
𢮠	ukuukuouui
𢮡	uiuojjouuui
𢮢	uiukiuukiuu
𢮣	ooijujououui
𢮤	uiuojjokiuk
𢮥	uiukjuojioj
𢮦	uiuojuikuoj
𢮧	uiuikuiuuoi
𢮨	uiuuikuuikj
𢮩	uiukiuookjj
𢮪	uiujouiiuoj
𢮫	uiukoukjkuk
𢮬	uiukiikiioj
𢮭	uiuikuuuuoj
𢮮	uiuuiiuukuu
𢮯	uiujujuokoj
𢮰	uiujukoojii
𢮱	uiujjkuuioj
𢮲	uiujouuiuok
𢮳	uiuuikijuoj
𢮴	uiuujkiiiok
𢮵	uiuikuuikuu
𢮶	uiuikiouuoj
𢮷	uiuuiuijuko
𢮸	uiuiuikuuoj
𢮹	uiuikiuouui
𢮺	uiuikujkuok
𢮻	uiuuiuiojuk
𢮼	uiuoiuiuki
𢮽	uiuookuiukj
𢮾	uiuoukiuouk
𢮿	uiuouiiuuok
𢯀	uiuoukiuuok
𢯁	uiuouukjjjj
𢯂	uiuokikuokj
𢯃	uiuouuiukjki
𢯄	okuoouojouui
𢯅	uiuuiuojuiu
𢯆	uiuukojukoj
𢯇	uiuikukikuu
𢯈	uiuikikkjuj
𢯉	uiuojjouuoj
𢯊	uiuoikuuokj
𢯋	uiuojojooui
𢯌	uiuojkoouui
𢯍	uiukuoikiii
𢯎	uiuojuoikuu
𢯏	uiuooikoikj
𢯐	uiukouuiiku
𢯑	uiujjikjuiu
𢯒	uiuuiiuoij
𢯓	uiuuiikiuk
𢯔	uiuouiikuii
𢯕	uiujjkikuuu
𢯖	uiujjiuiukj
𢯗	uiuouiojkiu
𢯘	uiuuiioiok
𢯙	uiuouuojiku
𢯚	uiuojjokiuk
𢯛	uiujjujujou
𢯜	uiukkjjjjij
𢯝	uiujjujouui
𢯞	uiuuuiuiukj
𢯟	uiuuiuikuuu
𢯠	uiujjukoikj
𢯡	uiujukjikuu
𢯢	uiuookuooui
𢯣	ouuiikojikoj
𢯤	uiuikuuokki
𢯥	uiuuiiuuok
𢯦	uiuuojojioj
𢯧	uiuojojouoj
𢯨	uiuuiiuiki
𢯩	uiuikuuuojii
𢯪	uiujuojoukio
𢯫	uiuoiuuuokkj
𢯬	uiuuikojiukj
𢯭	uiujouuojiki
𢯮	uiuikuiuikuu
𢯯	uiuiukoukiki
𢯰	uiuooikuuuui
𢯱	uiujjkojojkj
𢯲	ikuuukjjjouui
𢯳	uiuojjokukkj
𢯴	uiujjkjuojoj
𢯵	uiuikuuukuoj
𢯶	uiujjkukjuiu
𢯷	uiukiuikuuki
𢯸	uiukjoojokkj
𢯹	uiuuiiuikuui
𢯺	uiuoikuikiuj
𢯻	uiujuojikuok
𢯼	uiuooijjuuui
𢯽	uiuuiuiikuuu
𢯾	uiuikuuikuuu
𢯿	uiuuiuiokkuk
𢰀	uiuuiuiojioj
𢰁	uiuuikuuuikj
𢰂	uiuoouiuuioj
𢰃	uiujjkokouoj
𢰄	uiuokuikuuui
𢰅	uiukukkukuoj
𢰆	uiuuiuioiuij
𢰇	uiuoikjouuoj
𢰈	uiuouikuoiku
𢰉	uiujjkokkjok
𢰊	uiuikuikuuij
𢰋	uiuikuoikiiu
𢰌	uiuikiiujkjj
𢰍	uiujuikujooj
𢰎	uiuuoiiuuuoi
𢰏	uiuojjojkkiu
𢰐	uiuikuuojuij
𢰑	uiuoiokkiuoj
𢰒	uiuuojjookju
𢰓	uiuookjujki
𢰔	uiuouiojojki
𢰕	uiukukikokju
𢰖	uiuojuoiukuu
𢰗	uiuukjuiuki
𢰘	uiuoikojuuoi
𢰙	uiuukjuiuuij
𢰚	uiuukuuoikii
𢰛	uiuokiikiuok
𢰜	uiujuiojokoj
𢰝	uiuuiiuokoj
𢰞	kukukouojouui
𢰟	uiuuuuikouoi
𢰠	uiuikkjkkjki
𢰡	uiuoikuouuoj
𢰢	uiujouoikuuu
𢰣	joojuiojjouui
𢰤	uiujujouikui
𢰥	uiuuiikjiku
𢰦	uiuuuuojikuu
𢰧	uiujukooukiu
𢰨	jjiuikjjuouui
𢰩	uiujoukkjkkj
𢰪	uiujouuojiku
𢰫	uiuuiuojukoj
𢰬	uiuukuuijuoj
𢰭	uiukjikuuiko
𢰮	uiuuiikuokju
𢰯	uiuuikuiojjj
𢰰	uiukjoojuuui
𢰱	uiukjoojouui
𢰲	uiukiuoikuuu
𢰳	uiuuikiiukou
𢰴	uiuuiikuouoj
𢰵	uiuiukoukuui
𢰶	uiuuiuiikuoj
𢰷	uiuiuikujjjj
𢰸	uiuikuiikiku
𢰹	uiukkjjjjokj
𢰺	uiuokikuuuoj
𢰻	uiuoiukuuiuk
𢰼	uiuokuojuojj
𢰽	uiuokkuujkjj
𢰾	uiukjikujkjj
𢰿	ouuiikuuuouui
𢱀	joojouiojouui
𢱁	uiuuiiikuuu
𢱂	uiuuojjouuui
𢱃	uiuouiojjjui
𢱄	uiuojjokkjkj
𢱅	uiujuokuuojk
𢱆	uiujuokojiku
𢱇	uiujjkokojoj
𢱈	uiukuiuukukj
𢱉	uiuuoijuiuiu
𢱊	uiujuikuuioj
𢱋	uiujuouiiukj
𢱌	uiukoikuuioj
𢱍	uiuokikuokko
𢱎	uiuouuouuuui
𢱏	uiujuuuikuui
𢱐	uiukouojukoj
𢱑	uiujjkokooij
𢱒	uiujouuiuuoj
𢱓	uiujjuouiuok
𢱔	uiuojkoikiiu
𢱕	uiuuojuiiuuu
𢱖	uiuuiiuuuioj
𢱗	uiuuiiuiiku
𢱘	uiujujouoooo
𢱙	uiukiujukooj
𢱚	uiuokoikuiuj
𢱛	uiujjuuikoku
𢱜	uiuooiuiuuij
𢱝	uiuuiikiiki
𢱞	ouuiuiikiiki
𢱟	uiukiiuikuiuj
𢱠	uiuuikuikuioj
𢱡	uiuijoikuuuoj
𢱢	uiuuijkkkjioj
𢱣	uiujuojojikuu
𢱤	uiujouuojjkj
𢱥	uiukuujkikikj
𢱦	uiuikuuokooii
𢱧	uiuoikojuukok
𢱨	uiujuojkkjioj
𢱩	uiuikuiuokokj
𢱪	uiuuoikuikiku
𢱫	uiuikiiuuiuiu
𢱬	uiujouuiokouui
𢱭	uiuuiuiiuojui
𢱮	uiujkjojikiiu
𢱯	uikuikoujjouui
𢱰	uiuoikokjuuoi
𢱱	uiujjkuikkuku
𢱲	uiuoiuukuuuoi
𢱳	uiuokuiiujooj
𢱴	uiuuiuiiuuioj
𢱵	uokjiuuukjouui
𢱶	uiuoujoujjkjj
𢱷	uiuuiukuujkkj
𢱸	uiukuukojjkj
𢱹	uiuojjokoouij
𢱺	uiukoikjkoikj
𢱻	uiuoikuiuuokj
𢱼	uiuuikiiuouoi
𢱽	uiuuokjkkjkjj
𢱾	uiuuikiiujooj
𢱿	uiuuikuuijkoj
